id,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,vri_name1,Total Incidents
194,2020-05-06,14:13:00,1A,2400 BRIDGEHAMPTON DR,HOMICIDE,Inside,FIREARM,423.0,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.564918379514,39.37033431362,,DWELLING,,1
195,2020-05-05,10:00:00,1O,1900 W PRATT ST,HOMICIDE,Outside,OTHER,934.0,SOUTHERN,CARROLLTON RIDGE,-76.646834242845,39.285233858596,,STREET,Tri-District,1
196,2020-05-05,16:40:00,1A,4800 CORDELIA AV,HOMICIDE,Outside,FIREARM,613.0,NORTHWEST,LANGSTON HUGHES,-76.678255153305,39.34229956557,,STREET,Northwestern,1
197,2020-05-05,13:51:00,1A,2200 RUSKIN AV,HOMICIDE,Outside,FIREARM,731.0,WESTERN,PARKVIEW/WOODBROOK,-76.648166856804,39.31485640386,,STREET,Western,1
198,2020-05-05,07:38:00,1A,1900 MCHENRY ST,HOMICIDE,Outside,FIREARM,934.0,SOUTHERN,CARROLLTON RIDGE,-76.646785313249,39.284315225699,,ALLEY,Tri-District,1
199,2020-05-04,23:00:00,1A,100 S MONROE ST,HOMICIDE,Outside,FIREARM,934.0,SOUTHERN,CARROLLTON RIDGE,-76.646871020597,39.286100364636,,STREET,Tri-District,1
200,2020-05-03,21:44:00,1A,600 MOUNT HOLLY ST,HOMICIDE,Outside,FIREARM,815.0,SOUTHWEST,EDMONDSON VILLAGE,-76.679837928297,39.29396084855,,PUBLIC AREA,,1
201,2020-05-03,21:44:00,1A,600 MOUNT HOLLY ST,HOMICIDE,Outside,FIREARM,815.0,SOUTHWEST,EDMONDSON VILLAGE,-76.679837928297,39.29396084855,,PUBLIC AREA,,1
202,2020-05-02,09:37:00,1A,3300 GARRISON BLVD,HOMICIDE,Outside,FIREARM,621.0,NORTHWEST,CENTRAL FOREST PARK,-76.682666278459,39.326408679187,,COMMON BUSINESS,,1
203,2020-04-27,12:08:00,1K,2000 BAKER ST,HOMICIDE,Inside,KNIFE,735.0,WESTERN,EASTERWOOD,-76.650565475468,39.306438618031,,DWELLING,Western,1
204,2020-04-27,14:57:00,1A,1300 SHELLBANKS RD,HOMICIDE,Outside,FIREARM,922.0,SOUTHERN,CHERRY HILL,-76.6319028085,39.25055067198,,STREET,,1
205,2020-04-27,23:23:00,1A,5300 SINCLAIR LA,HOMICIDE,Inside,FIREARM,443.0,NORTHEAST,FRANKFORD,-76.541547531237,39.32368869125,,DWELLING,,1
206,2020-04-27,,1A,2100 E NORTH AV,HOMICIDE,Outside,FIREARM,331.0,EASTERN,SOUTH CLIFTON PARK,-76.58861472285,39.31249032332,,STREET,,1
207,2020-04-23,09:29:00,1A,4500 WAKEFIELD RD,HOMICIDE,Inside,FIREARM,624.0,NORTHWEST,WEST FOREST PARK,-76.691826990013,39.3191298394,,DWELLING,,1
208,2020-04-22,00:49:00,1A,200 COLLINS AVE,HOMICIDE,Outside,FIREARM,824.0,SOUTHWEST,IRVINGTON,-76.683427276311,39.283380766297,,STREET,,1
209,2020-04-21,17:05:00,1O,5500 THE ALAMEDA,HOMICIDE,Inside,OTHER,523.0,NORTHERN,CAMERON VILLAGE,-76.596827908086,39.355719329193,,DWELLING,,1
210,2020-04-19,00:17:00,1A,2300 EVERGREEN ST,HOMICIDE,Outside,FIREARM,731.0,WESTERN,PANWAY/BRADDISH AVENUE,-76.660548031073,39.313657782842,,STREET,,1
211,2020-04-12,19:43:00,1K,3900 MAINE AV,HOMICIDE,Outside,KNIFE,621.0,NORTHWEST,CENTRAL FOREST PARK,-76.682679252753,39.326124546332,,ALLEY,,1
212,2020-04-11,00:27:00,1K,2200 HIGHVIEW AV,HOMICIDE,Outside,KNIFE,434.0,NORTHEAST,FOUR BY FOUR,-76.57587894191,39.31652931675,,STREET,,1
213,2020-04-10,12:36:00,1A,3600 9TH ST,HOMICIDE,Outside,FIREARM,912.0,SOUTHERN,BROOKLYN,-76.597833139956,39.234878173991,,STREET,Brooklyn,1
214,2020-04-10,16:05:00,1A,3600 S HANOVER ST,HOMICIDE,Outside,FIREARM,912.0,SOUTHERN,BROOKLYN,-76.609615795861,39.238499296838,,STREET,,1
215,2020-04-10,16:05:00,1A,3600 S HANOVER ST,HOMICIDE,Outside,FIREARM,912.0,SOUTHERN,BROOKLYN,-76.609615795861,39.238499296838,,STREET,,1
216,2020-04-09,20:00:00,1A,1700 DARLEY AV,HOMICIDE,Outside,FIREARM,312.0,EASTERN,DARLEY PARK,-76.593703901326,39.314794038902,,STREET,Eastern 1,1
217,2020-04-07,04:02:00,1A,1500 PRESSER CT,HOMICIDE,Outside,FIREARM,734.0,WESTERN,SANDTOWN-WINCHESTER,-76.643598757173,39.30542695643,,STREET,,1
218,2020-04-06,02:36:00,1A,400 N MONTFORD AV,HOMICIDE,Outside,FIREARM,221.0,SOUTHEAST,MCELDERRY PARK,-76.583571796006,39.295637847891,,STREET,,1
219,2020-04-04,02:44:00,1A,1100 S CHARLES ST,HOMICIDE,Inside,FIREARM,942.0,SOUTHERN,FEDERAL HILL,-76.614240199192,39.275808940256,,DWELLING,,1
220,2020-04-02,16:17:00,1A,4300 REISTERSTOWN RD,HOMICIDE,Inside,FIREARM,613.0,NORTHWEST,TOWANDA-GRANTLEY,-76.667754487573,39.338577341437,,COMMON BUSINESS,,1
221,2020-04-01,23:00:00,1A,4700 YELLOWWOOD AV,HOMICIDE,Outside,FIREARM,533.0,NORTHERN,COLDSPRING,-76.654972906953,39.345874093047,,VEHICLE,,1
222,2020-04-01,20:55:00,1A,2700 GREENMOUNT AV,HOMICIDE,Outside,FIREARM,513.0,NORTHERN,HARWOOD,-76.60953190272,39.320977844968,,STREET,,1
223,2020-03-30,00:00:00,1A,2400 TOLLEY ST,HOMICIDE,Outside,FIREARM,831.0,SOUTHWEST,MORRELL PARK,-76.648304354866,39.266387619788,,STREET,,1
224,2020-03-29,17:00:00,1A,800 N LINWOOD AV,HOMICIDE,Outside,FIREARM,333.0,EASTERN,MADISON-EASTEND,-76.57678178139,39.300164322768,,STREET,,1
225,2020-03-28,21:39:00,1A,1100 WASHINGTON BLVD,HOMICIDE,Outside,FIREARM,932.0,SOUTHERN,WASHINGTON VILLAGE,-76.632626786256,39.282905598282,,STREET,,1
226,2020-03-27,21:00:00,1A,1900 E OLIVER ST,HOMICIDE,Outside,FIREARM,331.0,EASTERN,BROADWAY EAST,-76.591015696899,39.307704033133,,STREET,,1
227,2020-03-27,23:50:00,1A,3600 5TH ST,HOMICIDE,Inside,FIREARM,913.0,SOUTHERN,BROOKLYN,-76.604248914354,39.236140585538,,DWELLING,Brooklyn,1
228,2020-03-25,12:15:00,1A,3000 OAKLEY AV,HOMICIDE,Outside,FIREARM,614.0,NORTHWEST,CENTRAL PARK HEIGHTS,-76.670382568271,39.347932485399,,STREET,,1
229,2020-03-25,12:15:00,1A,3000 OAKLEY AV,HOMICIDE,Outside,FIREARM,614.0,NORTHWEST,CENTRAL PARK HEIGHTS,-76.670382568271,39.347932485399,,STREET,,1
230,2020-03-23,16:57:00,1A,3900 RIDGEWOOD AV,HOMICIDE,Outside,FIREARM,623.0,NORTHWEST,DOLFIELD,-76.683371860231,39.336771476147,,DWELLING,,1
231,2020-03-17,16:52:00,1A,4900 REISTERSTOWN RD,HOMICIDE,Outside,FIREARM,613.0,NORTHWEST,LANGSTON HUGHES,-76.678111898351,39.342301350255,,PUBLIC AREA,Northwestern,1
232,2020-03-16,15:38:00,1A,400 S LEHIGH ST,HOMICIDE,Outside,FIREARM,233.0,SOUTHEAST,GREEKTOWN,-76.558166322855,39.287926718511,,STREET,,1
233,2020-03-16,12:41:00,1A,600 MCCABE AV,HOMICIDE,Outside,FIREARM,524.0,NORTHERN,WOODBOURNE-MCCABE,-76.607930975924,39.352698892109,,STREET,,1
234,2020-03-15,14:44:00,1A,800 HERNDON CT,HOMICIDE,Outside,FIREARM,913.0,SOUTHERN,BROOKLYN,-76.601297214719,39.230442224291,,STREET,,1
235,2020-03-15,04:24:00,1A,1300 N WOODINGTON RD,HOMICIDE,Inside,FIREARM,821.0,SOUTHWEST,EDMONDSON VILLAGE,-76.686299028233,39.302860120606,,DWELLING,,1
236,2020-03-13,21:37:00,1A,700 N ROSE ST,HOMICIDE,Outside,FIREARM,333.0,EASTERN,MILTON-MONTFORD,-76.581650295978,39.298922847866,,STREET,Eastern 2,1
237,2020-03-10,04:47:00,1A,3000 Liberty Heights Av,HOMICIDE,Outside,FIREARM,625.0,NORTHWEST,ASHBURTON,-76.665867863027,39.322616553602,,STREET,,1
238,2020-03-09,01:39:00,1A,2200 FLEETWOOD AV,HOMICIDE,Outside,FIREARM,423.0,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.571361407979,39.367149618701,,PUBLIC AREA,,1
239,2020-03-07,17:55:00,1A,2300 TIOGA PKWY,HOMICIDE,Outside,FIREARM,611.0,NORTHWEST,LIBERTY SQUARE,-76.65438444126,39.31981829981,,STREET,,1
240,2020-03-04,10:13:00,1A,5400 JAMESTOWNE CT,HOMICIDE,Outside,FIREARM,823.0,SOUTHWEST,WESTGATE,-76.708437743232,39.282708730807,,DWELLING,,1
241,2020-02-28,22:13:00,1A,2500 E BIDDLE ST,HOMICIDE,Outside,FIREARM,331.0,EASTERN,BEREA,-76.58259533679,39.304823701273,,STREET,Eastern 2,1
242,2020-02-28,22:54:00,1A,2500 GIBBONS AV,HOMICIDE,Inside,FIREARM,423.0,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.567042841126,39.354572621114,,DWELLING,,1
243,2020-02-27,01:10:00,1O,2900 EDMONDSON AV,HOMICIDE,Outside,OTHER,814.0,SOUTHWEST,FRANKLINTOWN ROAD,-76.665001187811,39.294539388579,,STREET,,1
244,2020-02-26,18:04:00,1A,1800 N CAREY ST,HOMICIDE,Inside,FIREARM,734.0,WESTERN,SANDTOWN-WINCHESTER,-76.64372002379,39.309692117392,,VEHICLE,Western,1
245,2020-02-24,13:00:00,1A,2900 N DUKELAND ST,HOMICIDE,Outside,FIREARM,611.0,NORTHWEST,HANLON-LONGWOOD,-76.665171179756,39.321187303811,,STREET,,1
246,2020-02-23,15:46:00,1A,1500 MAY CT,HOMICIDE,Outside,FIREARM,212.0,SOUTHEAST,DUNBAR-BROADWAY,-76.597275148961,39.294393347735,,PUBLIC HOUSING,,1
247,2020-02-23,10:42:00,1A,1300 SARGEANT ST,HOMICIDE,Outside,FIREARM,932.0,SOUTHERN,WASHINGTON VILLAGE,-76.63595211146,39.281032290162,,ALLEY,,1
248,2020-02-19,23:19:00,1A,800 SHOWELL CT,HOMICIDE,Outside,FIREARM,313.0,EASTERN,JOHNSTON SQUARE,-76.606001626212,39.304152670046,,STREET,,1
249,2020-02-16,09:00:00,1A,400 E 21ST ST,HOMICIDE,Outside,FIREARM,311.0,EASTERN,BARCLAY,-76.610999671179,39.313535994924,,STREET,,1
250,2020-02-13,17:56:00,1A,1300 WESTERN AV,HOMICIDE,Outside,FIREARM,941.0,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,-76.644605958243,39.271426288525,,PARKING LOT,,1
251,2020-02-12,16:16:00,1A,600 WYANOKE AVE,HOMICIDE,Outside,FIREARM,525.0,NORTHERN,PEN LUCY,-76.607308572263,39.337389949441,,STREET,,1
252,2020-02-10,12:57:00,1K,6400 WALTHER AV,HOMICIDE,Inside,KNIFE,425.0,NORTHEAST,ROSEMONT EAST,-76.541539848797,39.356092530639,,DWELLING,,1
253,2020-02-10,19:45:00,1K,2500 CECIL AV,HOMICIDE,Inside,KNIFE,411.0,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.599415895615,39.31948031086,,DWELLING,,1
254,2020-02-10,02:21:00,1A,400 E BALTIMORE ST,HOMICIDE,Outside,FIREARM,111.0,CENTRAL,DOWNTOWN,-76.610147830682,39.289801814476,,STREET,,1
255,2020-02-10,15:34:00,1A,800 BETHUNE RD,HOMICIDE,Outside,FIREARM,922.0,SOUTHERN,CHERRY HILL,-76.620919814622,39.24532143722,,STREET,,1
256,2020-02-10,15:34:00,1A,800 BETHUNE RD,HOMICIDE,Outside,FIREARM,922.0,SOUTHERN,CHERRY HILL,-76.620919814622,39.24532143722,,STREET,,1
257,2020-02-10,13:06:00,1A,800 W LEXINGTON ST,HOMICIDE,Outside,FIREARM,712.0,WESTERN,POPPLETON,-76.630145299513,39.291181108861,,STREET,,1
258,2020-02-09,10:30:00,1A,900 COPPIN CT,HOMICIDE,Outside,FIREARM,922.0,SOUTHERN,CHERRY HILL,-76.624359301267,39.245428801267,,PARKING LOT,,1
259,2020-02-07,16:41:00,1A,1700 W LANVALE ST,HOMICIDE,Outside,FIREARM,713.0,WESTERN,HARLEM PARK,-76.644368197149,39.2977349358,,VEHICLE,,1
260,2020-02-07,17:12:00,1A,300 MASON CT,HOMICIDE,Outside,FIREARM,211.0,SOUTHEAST,PERKINS HOMES,-76.595898385554,39.287444614446,,STREET,,1
261,2020-02-07,13:13:00,1A,1300 W FRANKLIN ST,HOMICIDE,Outside,FIREARM,713.0,WESTERN,HARLEM PARK,-76.638514133488,39.29424244835,,STREET,Central,1
262,2020-02-05,12:56:00,1A,2900 GRINDON AV,HOMICIDE,Outside,FIREARM,421.0,NORTHEAST,LAURAVILLE,-76.571938426162,39.342624611372,,STREET,,1
263,2020-02-03,13:25:00,1A,500 S BENTALOU ST,HOMICIDE,Outside,FIREARM,834.0,SOUTHWEST,CARROLLTON RIDGE,-76.652572339075,39.281353517261,,STREET,Tri-District,1
264,2020-02-02,02:55:00,1A,2200 W SARATOGA ST,HOMICIDE,Outside,FIREARM,714.0,WESTERN,PENROSE/FAYETTE STREET OUTREACH,-76.651748293714,39.29190281765,,VEHICLE,,1
265,2020-01-30,14:14:00,1A,100 N SMALLWOOD ST,HOMICIDE,Outside,FIREARM,714.0,WESTERN,PENROSE/FAYETTE STREET OUTREACH,-76.651616017249,39.289680147012,,STREET,,1
266,2020-01-30,22:10:00,1A,300 S SPRING ST,HOMICIDE,Inside,FIREARM,211.0,SOUTHEAST,FELLS POINT,-76.597657225433,39.286269158622,,DWELLING,,1
267,2020-01-28,16:48:00,1A,3900 W BELVEDERE AV,HOMICIDE,Outside,FIREARM,633.0,NORTHWEST,ARLINGTON,-76.682047234844,39.34472954866,,STREET,Northwestern,1
268,2020-01-26,13:30:00,1A,2000 BRYANT AV,HOMICIDE,Outside,FIREARM,731.0,WESTERN,MONDAWMIN,-76.651588581046,39.315072276738,,STREET,Western,1
269,2020-01-23,21:27:00,1A,3600 BRENDAN AV,HOMICIDE,Outside,FIREARM,432.0,NORTHEAST,BELAIR-EDISON,-76.567283453926,39.318146635951,,STREET,,1
270,2020-01-21,21:30:00,1A,2800 SAINT LO DR,HOMICIDE,Outside,FIREARM,431.0,NORTHEAST,CLIFTON PARK,-76.587107614756,39.318824845471,,PARKING LOT,,1
271,2020-01-21,12:02:00,1A,1200 N BENTALOU ST,HOMICIDE,Outside,FIREARM,723.0,WESTERN,BRIDGEVIEW/GREENLAWN,-76.653691389909,39.301793204587,,STREET,,1
272,2020-01-21,12:02:00,1A,1200 N BENTALOU ST,HOMICIDE,Outside,FIREARM,723.0,WESTERN,BRIDGEVIEW/GREENLAWN,-76.653691389909,39.301793204587,,STREET,,1
273,2020-01-18,11:32:00,1A,1800 HOLLINS ST,HOMICIDE,Outside,FIREARM,934.0,SOUTHERN,FRANKLIN SQUARE,-76.645249210763,39.287427888684,,STREET,Tri-District,1
274,2020-01-18,21:48:00,1A,1400 N MONTFORD AV,HOMICIDE,Outside,FIREARM,331.0,EASTERN,BROADWAY EAST,-76.584284869528,39.3068813909,,VEHICLE,,1
275,2020-01-17,02:06:00,1A,3600 KENYON AV,HOMICIDE,Outside,FIREARM,432.0,NORTHEAST,BELAIR-EDISON,-76.562826637749,39.319594136733,,STREET,,1
276,2020-01-15,15:47:00,1A,2800 EDMONDSON AV,HOMICIDE,Outside,FIREARM,721.0,WESTERN,MOSHER,-76.663044927981,39.294555965043,,STREET,,1
277,2020-01-15,12:36:00,1A,200 W BALTIMORE ST,HOMICIDE,Outside,FIREARM,114.0,CENTRAL,DOWNTOWN,-76.617843482388,39.28950567209,,STREET,,1
278,2020-01-14,18:22:00,1A,1100 E BELVEDERE AV,HOMICIDE,Outside,FIREARM,522.0,NORTHERN,GLEN OAKS,-76.596416574744,39.36036730212,,STREET,,1
279,2020-01-14,00:00:00,1A,1400 E FAYETTE ST,HOMICIDE,Outside,FIREARM,212.0,SOUTHEAST,DUNBAR-BROADWAY,-76.598504070964,39.292983805305,,PUBLIC AREA,,1
280,2020-01-11,20:25:00,1A,3400 CLIFTMONT AV,HOMICIDE,Outside,FIREARM,432.0,NORTHEAST,BELAIR-EDISON,-76.567623083808,39.319146008387,,STREET,Northeastern,1
281,2020-01-11,02:31:00,1A,800 N Patterson Park Av,HOMICIDE,Outside,FIREARM,321.0,EASTERN,MIDDLE EAST,-76.585256030643,39.299840174672,,VEHICLE,Eastern 2,1
282,2020-01-11,22:30:00,1A,100 N KOSSUTH ST,HOMICIDE,Outside,FIREARM,835.0,SOUTHWEST,SAINT JOSEPHS,-76.673671000196,39.288494712634,,STREET,,1
283,2020-01-11,14:30:00,1A,1400 BROENING HWY,HOMICIDE,Outside,FIREARM,231.0,SOUTHEAST,MEDFORD,-76.543776235882,39.277811565731,,STREET,,1
284,2020-01-11,22:46:00,1A,1800 BLOOMINGDALE RD,HOMICIDE,Outside,FIREARM,813.0,SOUTHWEST,ROSEMONT,-76.669733449522,39.307955684091,,ALLEY,,1
285,2020-01-09,22:16:00,1A,4600 HARCOURT RD,HOMICIDE,Outside,FIREARM,426.0,NORTHEAST,MORAVIA-WALTHER,-76.564601721182,39.338528720814,,STREET,,1
286,2020-01-07,20:58:00,1A,300 S BENTALOU ST,HOMICIDE,Outside,FIREARM,834.0,SOUTHWEST,MILLHILL,-76.652709622813,39.283965181879,,STREET,Tri-District,1
287,2020-01-06,16:50:00,1O,800 WILBERT AV,HOMICIDE,Inside,OTHER,524.0,NORTHERN,WILSON PARK,-76.604192399474,39.344993592251,,DWELLING,,1
288,2020-01-05,20:41:00,1A,1400 MOUNTMOR CT,HOMICIDE,Inside,FIREARM,734.0,WESTERN,SANDTOWN-WINCHESTER,-76.644440032562,39.304574302907,,DWELLING,,1
289,2020-01-02,17:56:00,1A,3400 DUVALL AV,HOMICIDE,Outside,FIREARM,624.0,NORTHWEST,HANLON-LONGWOOD,-76.674870606228,39.320395401339,,STREET,,1
290,2020-01-02,02:26:00,1K,3500 CHESTERFIELD AV,HOMICIDE,Inside,KNIFE,432.0,NORTHEAST,BELAIR-EDISON,-76.564244948103,39.320673221208,,DWELLING,Northeastern,1
